SPN, Value Date, Formula, Base Rate, Rate, IBB Type, IBB, Accrued Interest, Version, Call Type
82259ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82277AC,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82289AC,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82293AC,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82294ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82296ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82306ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82338ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82362ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82364ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82384ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82396ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82404ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82407ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82411ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82414AC,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82419ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82423ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82445ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82463ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82466ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82467ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82506ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82514ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82536ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82542ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82551ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82552ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82572AC,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82581ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82582ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82584ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82592ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82629ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82637ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82653ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82654ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82669ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82671ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82672ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82673ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82682ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82684ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82714ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82734ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82747ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82763ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82778ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82779ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82781ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82803ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82804ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82809AC,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82831ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82834ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82836ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82842ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82845ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82865AC,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82866ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82893ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82894ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82896ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82915ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
82934ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83016ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83040ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83050ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83060ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83073ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83084ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83099ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83134ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83137ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83159ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83166ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83167ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83173ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83177ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83178ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83180ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83253ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83254ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83273ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83307ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83311ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83314ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83316ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83320ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83321ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83343ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83344AC,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83345ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83369ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83378ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83450ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83451ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83475ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83479ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83489AC,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83496ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83498AC,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83499ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83537ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83559ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83572ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83573ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83579ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83581ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83603ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83625ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83626ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83630ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83637ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83638ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83647AC,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83667ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83668AC,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83669ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83673AC,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83674AC,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83675AC,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83676AC,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83681ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83685ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83686ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83688ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83745ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83765ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83775ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83776ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83789AC,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83794AC,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83800ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83804AC,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83815ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83821ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83823ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83825ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83830ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83837ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83840ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83848ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83871ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83885ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83886ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83910ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83917ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83936ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83957ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83970ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83979ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83992ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
83996ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84012ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84014AC,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84034ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84037ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84096AC,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84098AC,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84102AC,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84104AC,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84127AC,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84174ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84200ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84205ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84227AC,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84229AC,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84263ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84301AC,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84347AC,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84348AC,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84383ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84415ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84420ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84442ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84501ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84503AC,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84549ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84559ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84609ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84619ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84655ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84705ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84707ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84733ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84739ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84745ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84748ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84751ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84760ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84783ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84788ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84842AC,12-21-2013,E,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84848AC,12-21-2013,F,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84852AC,12-21-2013,A,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84853AC,12-21-2013,B,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84859AC,12-21-2013,C,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84870ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84898ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84948ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84979AC,12-21-2013,A,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
84999ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
85003ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
85012ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
85037ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
85038AC,12-21-2013,F,1.25,1.05, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
85078AC,12-21-2013,A,1.25,0.95, ,0.0,0.0,83a504d578da3d6d2afee8dbf33a6c0aad35d94d,*ALL
